id,label
1,10
2,8
3,4
4,4
5,5
6,7
7,10
8,10
9,4
10,5
11,9
12,4
13,4
14,5
15,5
16,9
17,4
18,9
19,7
20,5
21,5
22,4
23,10
24,7
25,9
26,5
27,8
28,7
29,10
30,9
31,7
32,4
33,8
34,4
35,10
36,7
37,7
38,7
39,10
40,4
41,4
42,9
43,5
44,7
45,10
46,4
47,4
48,7
49,4
50,4
51,8
52,9
53,9
54,5
55,8
56,5
57,10
58,4
59,8
60,4
61,8
62,10
63,10
64,10
65,9
66,10
67,5
68,9
69,4
70,10
71,5
72,5
73,7
74,9
75,5
76,10
77,4
78,4
79,8
80,7
81,10
82,5
83,10
84,10
85,5
86,5
87,5
88,8
89,9
90,5
91,8
92,10
93,10
94,5
95,4
96,4
97,7
98,4
99,7
100,10
101,10
102,5
103,4
104,8
105,10
106,4
107,4
108,5
109,4
110,9
111,8
112,10
113,7
114,5
115,5
116,7
117,5
118,8
119,10
120,4
121,7
122,10
123,4
124,8
125,10
126,9
127,7
128,8
129,9
130,5
131,7
132,4
133,4
134,7
135,4
136,9
137,10
138,7
139,9
140,5
141,7
142,8
143,4
144,9
145,7
146,7
147,5
148,7
149,9
150,9
151,10
152,5
153,5
154,7
155,4
156,10
157,8
158,7
159,8
160,7
161,8
162,9
163,4
164,8
165,10
166,4
167,8
168,8
169,7
170,7
171,10
172,5
173,7
174,5
175,7
176,4
177,8
178,7
179,5
180,4
181,9
182,7
183,8
184,5
185,4
186,4
187,10
188,9
189,9
190,5
191,7
192,9
193,4
194,8
195,10
196,4
197,10
198,7
199,4
200,7
201,8
202,10
203,4
204,9
205,4
206,10
207,10
208,8
209,8
210,7
211,10
212,4
213,5
214,9
215,4
216,5
217,10
218,8
219,7
220,7
221,7
222,7
223,4
224,7
225,5
226,7
227,9
228,8
229,8
230,7
231,8
232,8
233,9
234,5
235,9
236,5
237,10
238,7
239,9
240,5
241,7
242,8
243,5
244,5
245,7
246,7
247,10
248,10
249,10
250,9
251,7
252,8
253,4
254,4
255,10
256,7
257,7
258,10
259,8
260,7
261,7
262,9
263,9
264,5
265,4
266,5
267,7
268,7
269,4
270,7
271,5
272,8
273,5
274,7
275,10
276,10
277,10
278,5
279,9
280,10
281,10
282,4
283,10
284,7
285,10
286,5
287,8
288,10
289,5
290,4
291,7
292,4
293,5
294,9
295,9
296,5
297,4
298,9
299,5
300,8
301,8
302,4
303,7
304,10
305,9
306,8
307,8
308,7
309,4
310,4
311,10
312,4
313,10
314,8
315,5
316,10
317,8
318,7
319,7
320,8
321,8
322,9
323,8
324,10
325,4
326,10
327,10
328,7
329,8
330,9
331,4
332,10
333,5
334,5
335,4
336,7
337,9
338,8
339,7
340,5
341,9
342,4
343,4
344,5
345,5
346,8
347,7
348,5
349,9
350,7
351,10
352,10
353,10
354,8
355,9
356,10
357,5
358,7
359,4
360,8
361,7
362,5
363,10
364,8
365,7
366,10
367,8
368,10
369,4
370,5
371,7
372,10
373,5
374,8
375,7
376,7
377,9
378,8
379,5
380,7
381,8
382,10
383,8
384,7
385,5
386,5
387,4
388,8
389,5
390,5
391,9
392,7
393,4
394,4
395,5
396,9
397,5
398,4
399,9
400,7
401,10
402,8
403,8
404,8
405,8
406,8
407,4
408,8
409,7
410,5
411,5
412,10
413,10
414,9
415,10
416,10
417,9
418,4
419,8
420,7
421,5
422,10
423,7
424,4
425,10
426,7
427,9
428,4
429,5
430,4
431,8
432,5
433,10
434,10
435,10
436,7
437,10
438,8
439,8
440,8
441,9
442,4
443,7
444,9
445,8
446,9
447,4
448,10
449,8
450,8
451,4
452,9
453,5
454,7
455,4
456,5
457,9
458,8
459,9
460,5
461,8
462,5
463,10
464,5
465,9
466,5
467,5
468,10
469,4
470,9
471,5
472,10
473,5
474,4
475,5
476,9
477,4
478,10
479,5
480,4
481,9
482,9
483,5
484,10
485,8
486,4
487,10
488,5
489,9
490,7
491,4
492,10
493,5
494,8
495,9
496,4
497,8
498,9
499,10
500,10
501,9
502,5
503,4
504,4
505,7
506,5
507,10
508,9
509,10
510,10
511,10
512,4
513,8
514,8
515,8
516,7
517,7
518,5
519,5
520,9
521,10
522,4
523,10
524,8
525,9
526,5
527,4
528,8
529,7
530,8
531,7
532,4
533,8
534,8
535,10
536,8
537,5
538,9
539,8
540,7
541,4
542,10
543,8
544,8
545,9
546,9
547,8
548,4
549,8
550,5
551,9
552,4
553,9
554,10
555,10
556,8
557,4
558,8
559,5
560,4
561,8
562,8
563,5
564,4
565,4
566,8
567,5
568,5
569,7
570,4
571,8
572,7
573,4
574,4
575,10
576,9
577,10
578,10
579,10
580,5
581,4
582,7
583,10
584,8
585,10
586,9
587,8
588,10
589,9
590,4
591,4
592,7
593,9
594,7
595,10
596,4
597,10
598,7
599,9
600,4
601,8
602,10
603,4
604,7
605,5
606,9
607,4
608,8
609,8
610,8
611,8
612,10
613,10
614,10
615,4
616,7
617,7
618,5
619,5
620,4
621,9
622,7
623,7
624,4
625,9
626,5
627,7
628,8
629,7
630,9
631,10
632,5
633,7
634,9
635,7
636,5
637,4
638,7
639,7
640,8
641,10
642,7
643,8
644,9
645,8
646,4
647,10
648,9
649,9
650,9
651,10
652,10
653,8
654,8
655,10
656,8
657,8
658,4
659,10
660,10
661,5
662,5
663,8
664,10
665,9
666,9
667,5
668,10
669,7
670,10
671,7
672,4
673,8
674,5
675,9
676,4
677,7
678,8
679,7
680,7
681,7
682,7
683,4
684,8
685,7
686,5
687,5
688,7
689,8
690,9
691,10
692,5
693,10
694,7
695,4
696,9
697,7
698,7
699,7
700,7
701,5
702,5
703,10
704,10
705,4
706,4
707,8
708,9
709,4
710,5
711,5
712,8
713,10
714,7
715,7
716,10
717,4
718,5
719,5
720,8
721,4
722,10
723,9
724,9
725,9
726,10
727,9
728,5
729,9
730,10
731,4
732,7
733,10
734,5
735,9
736,10
737,7
738,7
739,10
740,4
741,10
742,8
743,10
744,4
745,8
746,7
747,7
748,9
749,4
750,5
751,5
752,9
753,4
754,10
755,10
756,5
757,8
758,4
759,8
760,7
761,7
762,5
763,8
764,9
765,9
766,7
767,8
768,4
769,5
770,10
771,9
772,4
773,8
774,7
775,9
776,4
777,10
778,9
779,4
780,7
781,7
782,9
783,8
784,10
785,10
786,5
787,7
788,5
789,8
790,4
791,9
792,8
793,9
794,7
795,4
796,9
797,4
798,5
799,7
800,4
801,5
802,4
803,8
804,5
805,4
806,8
807,7
808,5
809,8
810,9
811,8
812,4
813,4
814,10
815,8
816,5
817,8
818,5
819,8
820,4
821,7
822,5
823,4
824,7
825,9
826,10
827,4
828,9
829,4
830,10
831,5
832,5
833,9
834,10
835,5
836,10
837,7
838,10
839,7
840,7
841,8
842,4
843,10
844,10
845,4
846,5
847,9
848,5
849,4
850,5
851,10
852,7
853,10
854,8
855,10
856,10
857,8
858,7
859,9
860,7
861,4
862,8
863,10
864,5
865,4
866,5
867,5
868,8
869,4
870,7
871,7
872,10
873,4
874,5
875,10
876,5
877,10
878,10
879,7
880,4
881,5
882,8
883,4
884,8
885,9
886,9
887,9
888,10
889,9
890,7
891,4
892,8
893,5
894,8
895,7
896,5
897,4
898,10
899,5
900,10
901,5
902,4
903,10
904,4
905,8
906,5
907,7
908,8
909,10
910,5
911,10
912,4
913,10
914,9
915,8
916,7
917,8
918,8
919,8
920,9
921,7
922,4
923,8
924,10
925,7
926,7
927,8
928,8
929,9
930,7
931,7
932,5
933,9
934,5
935,10
936,4
937,7
938,10
939,5
940,4
941,10
942,7
943,5
944,8
945,9
946,5
947,4
948,9
949,10
950,7
951,9
952,4
953,7
954,4
955,10
956,5
957,9
958,5
959,8
960,10
961,5
962,9
963,4
964,4
965,4
966,4
967,9
968,8
969,5
970,5
971,9
972,4
973,10
974,9
975,8
976,9
977,10
978,7
979,8
980,7
981,5
982,8
983,4
984,8
985,10
986,5
987,7
988,9
989,10
990,9
991,10
992,5
993,10
994,4
995,4
996,7
997,4
998,10
999,5
1000,8
1001,8
1002,4
1003,7
1004,9
1005,4
1006,5
1007,8
1008,4
1009,9
1010,7
1011,9
1012,9
1013,5
1014,8
1015,9
1016,9
1017,7
1018,4
1019,7
1020,8
1021,5
1022,4
1023,8
1024,4
1025,9
1026,9
1027,10
1028,10
1029,7
1030,4
1031,9
1032,9
1033,5
1034,9
1035,10
1036,7
1037,4
1038,8
1039,4
1040,9
1041,8
1042,9
1043,8
1044,5
1045,8
1046,10
1047,9
1048,9
1049,8
1050,8
1051,9
1052,7
1053,9
1054,4
1055,9
1056,5
1057,5
1058,7
1059,5
1060,7
1061,5
1062,7
1063,4
1064,4
1065,10
1066,9
1067,4
1068,4
1069,10
1070,10
1071,7
1072,8
1073,8
1074,5
1075,9
1076,10
1077,8
1078,4
1079,7
1080,8
1081,5
1082,9
1083,9
1084,10
1085,9
1086,9
1087,4
1088,4
1089,7
1090,5
1091,4
1092,5
1093,8
1094,9
1095,10
1096,7
1097,9
1098,4
1099,9
1100,5
1101,10
1102,8
1103,4
1104,7
1105,7
1106,7
1107,5
1108,4
1109,7
1110,10
1111,10
1112,5
1113,9
1114,4
1115,9
1116,7
1117,9
1118,9
1119,4
1120,4
1121,10
1122,4
1123,7
1124,4
1125,8
1126,5
1127,8
1128,8
1129,7
1130,9
1131,5
1132,9
1133,4
1134,4
1135,4
1136,7
1137,10
1138,10
1139,8
1140,8
1141,4
1142,8
1143,10
1144,9
1145,9
1146,5
1147,9
1148,9
1149,10
1150,8
1151,9
1152,5
1153,7
1154,10
1155,4
1156,8
1157,7
1158,8
1159,10
1160,7
1161,8
1162,7
1163,5
1164,10
1165,8
1166,7
1167,8
1168,8
1169,7
1170,8
1171,8
1172,10
1173,4
1174,10
1175,8
1176,9
1177,9
1178,5
1179,5
1180,4
1181,4
1182,4
1183,8
1184,8
1185,4
1186,7
1187,9
1188,7
1189,8
1190,7
1191,9
1192,8
1193,10
1194,5
1195,8
1196,8
1197,9
1198,7
1199,9
1200,5
1201,5
1202,7
1203,9
1204,7
1205,5
1206,10
1207,4
1208,7
1209,10
1210,4
1211,8
1212,8
1213,9
1214,5
1215,5
1216,4
1217,7
1218,8
1219,7
1220,9
1221,7
1222,10
1223,9
1224,5
1225,10
1226,10
1227,7
1228,10
1229,10
1230,7
1231,5
1232,4
1233,10
1234,4
1235,5
1236,8
1237,9
1238,5
1239,10
1240,9
1241,5
1242,10
1243,5
1244,4
1245,8
1246,9
1247,8
1248,7
1249,7
1250,4
1251,9
1252,4
1253,9
1254,7
1255,5
1256,4
1257,9
1258,8
1259,4
1260,5
1261,9
1262,10
1263,7
1264,8
1265,7
1266,5
1267,7
1268,8
1269,10
1270,9
1271,5
1272,7
1273,10
1274,10
1275,5
1276,8
1277,5
1278,9
1279,4
1280,9
1281,8
1282,9
1283,10
1284,9
1285,4
1286,5
1287,7
1288,7
1289,4
1290,9
1291,10
1292,7
1293,10
1294,9
1295,5
1296,8
1297,10
1298,9
1299,8
1300,7
1301,9
1302,9
1303,9
1304,5
1305,5
1306,5
1307,8
1308,10
1309,10
1310,5
1311,8
1312,7
1313,8
1314,5
1315,10
1316,4
1317,9
1318,7
1319,8
1320,4
1321,7
1322,4
1323,4
1324,9
1325,4
1326,10
1327,10
1328,8
1329,8
1330,10
1331,8
1332,8
1333,4
1334,7
1335,7
1336,8
1337,5
1338,7
1339,8
1340,5
1341,7
1342,8
1343,7
1344,10
1345,10
1346,8
1347,5
1348,8
1349,9
1350,8
1351,5
1352,9
1353,7
1354,5
1355,10
1356,9
1357,10
1358,4
1359,9
1360,9
1361,7
1362,10
1363,8
1364,7
1365,10
1366,7
1367,7
1368,7
1369,8
1370,5
1371,9
1372,7
1373,8
1374,10
1375,5
1376,8
1377,9
1378,9
1379,4
1380,8
1381,10
1382,7
1383,7
1384,9
1385,7
1386,5
1387,10
1388,8
1389,8
1390,4
1391,8
1392,9
1393,8
1394,7
1395,10
1396,7
1397,7
1398,7
1399,10
1400,10
1401,8
1402,4
1403,9
1404,9
1405,9
1406,5
1407,8
1408,8
1409,4
1410,7
1411,10
1412,7
1413,5
1414,5
1415,4
1416,5
1417,5
1418,7
1419,8
1420,10
1421,10
1422,4
1423,5
1424,8
1425,9
1426,7
1427,7
1428,9
1429,5
1430,8
1431,9
1432,8
1433,8
1434,8
1435,8
1436,8
1437,8
1438,9
1439,10
1440,10
1441,7
1442,10
1443,8
1444,9
1445,5
1446,5
1447,5
1448,7
1449,9
1450,10
1451,7
1452,10
1453,4
1454,8
1455,10
1456,4
1457,4
1458,7
1459,5
1460,10
1461,5
1462,9
1463,4
1464,5
1465,5
1466,8
1467,8
1468,9
1469,5
1470,8
1471,10
1472,8
1473,8
1474,9
1475,5
1476,7
1477,7
1478,4
1479,5
1480,4
1481,9
1482,8
1483,7
1484,8
1485,7
1486,9
1487,4
1488,10
1489,7
1490,8
1491,9
1492,9
1493,9
1494,4
1495,5
1496,8
1497,7
1498,10
1499,5
1500,4
1501,9
1502,7
1503,7
1504,7
1505,5
1506,10
1507,7
1508,8
1509,4
1510,8
1511,4
1512,4
1513,8
1514,8
1515,8
1516,8
1517,7
1518,9
1519,5
1520,10
1521,7
1522,5
1523,5
1524,4
1525,9
1526,8
1527,10
1528,9
1529,9
1530,10
1531,7
1532,10
1533,7
1534,4
1535,4
1536,8
1537,5
1538,9
1539,4
1540,9
1541,4
1542,7
1543,7
1544,8
1545,9
1546,10
1547,9
1548,5
1549,8
1550,9
1551,9
1552,7
1553,10
1554,10
1555,4
1556,9
1557,9
1558,8
1559,7
1560,4
1561,10
1562,9
1563,8
1564,8
1565,5
1566,9
1567,8
1568,9
1569,9
1570,9
1571,7
1572,5
1573,8
1574,5
1575,10
1576,7
1577,4
1578,5
1579,5
1580,5
1581,5
1582,10
1583,8
1584,9
1585,9
1586,4
1587,5
1588,10
1589,5
1590,7
1591,5
1592,7
1593,5
1594,4
1595,5
1596,5
1597,8
1598,4
1599,7
1600,7
1601,10
1602,8
1603,5
1604,10
1605,7
1606,5
1607,7
1608,10
1609,5
1610,8
1611,8
1612,8
1613,9
1614,9
1615,7
1616,5
1617,5
1618,4
1619,4
1620,9
1621,8
1622,4
1623,5
1624,7
1625,10
1626,5
1627,8
1628,7
1629,4
1630,9
1631,9
1632,10
1633,9
1634,9
1635,5
1636,7
1637,10
1638,9
1639,10
1640,10
1641,8
1642,5
1643,7
1644,9
1645,8
1646,9
1647,9
1648,4
1649,9
1650,8
1651,8
1652,10
1653,9
1654,8
1655,9
1656,5
1657,8
1658,9
1659,4
1660,4
1661,4
1662,7
1663,4
1664,4
1665,4
1666,9
1667,10
1668,5
1669,9
1670,5
1671,7
1672,5
1673,7
1674,4
1675,5
1676,4
1677,9
1678,5
1679,8
1680,8
1681,7
1682,7
1683,4
1684,5
1685,10
1686,4
1687,10
1688,10
1689,8
1690,4
1691,5
1692,9
1693,8
1694,9
1695,5
1696,5
1697,9
1698,9
1699,5
1700,10
1701,5
1702,8
1703,9
1704,5
1705,4
1706,10
1707,8
1708,8
1709,7
1710,7
1711,10
1712,8
1713,7
1714,9
1715,9
1716,8
1717,4
1718,4
1719,8
1720,5
1721,8
1722,10
1723,7
1724,5
1725,8
1726,9
1727,8
1728,9
1729,10
1730,9
1731,5
1732,4
1733,10
1734,10
1735,7
1736,4
1737,9
1738,5
1739,4
1740,4
1741,4
1742,5
1743,4
1744,4
1745,10
1746,7
1747,9
1748,5
1749,8
1750,9
1751,7
1752,5
1753,10
1754,8
1755,8
1756,5
1757,5
1758,7
1759,7
1760,8
1761,10
1762,9
1763,8
1764,9
1765,9
1766,4
1767,8
1768,5
1769,5
1770,7
1771,10
1772,10
1773,7
1774,8
1775,4
1776,4
1777,7
1778,5
1779,4
1780,8
1781,5
1782,7
1783,10
1784,7
1785,5
1786,9
1787,7
1788,8
1789,9
1790,10
1791,4
1792,8
1793,7
1794,10
1795,7
1796,8
1797,7
1798,10
1799,9
1800,10
1801,8
1802,5
1803,10
1804,9
1805,7
1806,10
1807,9
1808,5
1809,10
1810,9
1811,5
1812,4
1813,4
1814,8
1815,9
1816,9
1817,10
1818,8
1819,10
1820,7
1821,10
1822,5
1823,4
1824,5
1825,4
1826,5
1827,4
1828,4
1829,5
1830,10
1831,4
1832,10
1833,9
1834,8
1835,8
1836,5
1837,10
1838,4
1839,9
1840,7
1841,4
1842,7
1843,5
1844,8
1845,8
1846,9
1847,10
1848,10
1849,4
1850,4
1851,7
1852,7
1853,5
1854,5
1855,10
1856,10
1857,4
1858,5
1859,8
1860,8
1861,9
1862,9
1863,7
1864,10
1865,7
1866,4
1867,5
1868,7
1869,8
1870,9
1871,9
1872,4
1873,10
1874,7
1875,8
1876,8
1877,4
1878,10
1879,9
1880,9
1881,4
1882,5
1883,4
1884,9
1885,8
1886,8
1887,10
1888,9
1889,10
1890,4
1891,4
1892,7
1893,5
1894,5
1895,5
1896,9
1897,7
1898,8
1899,10
1900,7
1901,9
1902,7
1903,4
1904,4
1905,5
1906,9
1907,5
1908,5
1909,9
1910,9
1911,7
1912,9
1913,7
1914,8
1915,8
1916,4
1917,7
1918,8
1919,7
1920,5
1921,4
1922,7
1923,4
1924,9
1925,9
1926,4
1927,5
1928,9
1929,5
1930,5
1931,10
1932,9
1933,7
1934,4
1935,4
1936,7
1937,8
1938,10
1939,9
1940,7
1941,4
1942,10
1943,7
1944,10
1945,7
1946,4
1947,4
1948,10
1949,10
1950,9
1951,4
1952,8
1953,8
1954,4
1955,8
1956,10
1957,9
1958,5
1959,8
1960,7
1961,8
1962,10
1963,10
1964,4
1965,5
1966,8
1967,9
1968,4
1969,10
1970,4
1971,10
1972,4
1973,10
1974,9
1975,9
1976,9
1977,7
1978,4
1979,9
1980,4
1981,7
1982,8
1983,4
1984,10
1985,9
1986,4
1987,8
1988,10
1989,10
1990,4
1991,7
1992,5
1993,10
1994,5
1995,8
1996,10
1997,8
1998,5
1999,5
2000,10
2001,4
2002,7
2003,7
2004,7
2005,10
2006,8
2007,8
2008,8
2009,9
2010,4
2011,10
2012,4
2013,5
2014,10
2015,5
2016,8
2017,8
2018,9
2019,8
2020,9
2021,10
2022,5
2023,5
2024,8
2025,10
2026,10
2027,8
2028,8
2029,5
2030,9
2031,10
2032,10
2033,4
2034,9
2035,8
2036,7
2037,9
2038,9
2039,8
2040,10
2041,8
2042,9
2043,8
2044,9
2045,5
2046,8
2047,9
2048,9
2049,4
2050,8
2051,8
2052,8
2053,9
2054,4
2055,8
2056,7
2057,9
2058,4
2059,4
2060,8
2061,4
2062,4
2063,7
2064,9
2065,9
2066,5
2067,7
2068,9
2069,5
2070,4
2071,9
2072,10
2073,8
2074,7
2075,9
2076,7
2077,8
2078,5
2079,10
2080,8
2081,5
2082,5
2083,9
2084,9
2085,5
2086,4
2087,9
2088,5
2089,8
2090,5
2091,7
2092,4
2093,7
2094,9
2095,7
2096,5
2097,4
2098,10
2099,7
2100,8
2101,7
2102,8
2103,7
2104,4
2105,5
2106,8
2107,8
2108,4
2109,8
2110,9
2111,5
2112,5
2113,7
2114,10
2115,5
2116,5
2117,9
2118,8
2119,9
2120,5
2121,7
2122,10
2123,9
2124,7
2125,8
2126,5
2127,8
2128,8
2129,5
2130,7
2131,4
2132,7
2133,4
2134,9
2135,5
2136,7
2137,4
2138,7
2139,9
2140,10
2141,8
2142,8
2143,7
2144,10
2145,7
2146,4
2147,5
2148,7
2149,5
2150,5
2151,10
2152,7
2153,10
2154,8
2155,5
2156,9
2157,7
2158,5
2159,5
2160,4
2161,5
2162,10
2163,4
2164,10
2165,8
2166,4
2167,5
2168,9
2169,9
2170,4
2171,8
2172,10
2173,7
2174,7
2175,8
2176,9
2177,9
2178,9
2179,9
2180,5
2181,7
2182,10
2183,8
2184,9
2185,8
2186,10
2187,9
2188,10
2189,10
2190,5
2191,9
2192,9
2193,4
2194,5
2195,4
2196,8
2197,9
2198,5
2199,8
2200,7
2201,9
2202,7
2203,9
2204,10
2205,8
2206,7
2207,8
2208,8
2209,5
2210,4
2211,10
2212,9
2213,5
2214,9
2215,4
2216,5
2217,4
2218,10
2219,8
2220,8
2221,10
2222,7
2223,9
2224,7
2225,7
2226,10
2227,8
2228,9
2229,8
2230,7
2231,5
2232,9
2233,4
2234,4
2235,7
2236,10
2237,4
2238,8
2239,9
2240,8
2241,8
2242,8
2243,7
2244,4
2245,5
2246,9
2247,7
2248,8
2249,9
2250,10
2251,4
2252,8
2253,9
2254,4
2255,8
2256,10
2257,8
2258,4
2259,9
2260,5
2261,10
2262,10
2263,8
2264,7
2265,5
2266,10
2267,8
2268,4
2269,9
2270,5
2271,9
2272,8
2273,9
2274,7
2275,10
2276,7
2277,10
2278,8
2279,10
2280,8
2281,7
2282,7
2283,9
2284,7
2285,8
2286,5
2287,5
2288,7
2289,5
2290,8
2291,5
2292,5
2293,5
2294,9
2295,4
2296,7
2297,9
2298,4
2299,5
2300,10
2301,9
2302,4
2303,5
2304,9
2305,9
2306,5
2307,10
2308,7
2309,6
2310,7
2311,8
2312,9
2313,7
2314,10
2315,5
2316,8
2317,9
2318,5
2319,10
2320,9
2321,8
2322,4
2323,9
2324,8
2325,4
2326,7
2327,5
2328,8
2329,10
2330,8
2331,5
2332,4
2333,8
2334,7
2335,4
2336,9
2337,5
2338,9
2339,4
2340,5
2341,9
2342,7
2343,10
2344,9
2345,9
2346,4
2347,10
2348,9
2349,8
2350,8
2351,5
2352,5
2353,9
2354,4
2355,7
2356,4
2357,5
2358,9
2359,9
2360,4
2361,4
2362,4
2363,5
2364,8
2365,4
2366,7
2367,5
2368,4
2369,10
2370,4
2371,5
2372,5
2373,9
2374,5
2375,8
2376,4
